CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,
"8629","HIST 212","1","Viva Zapata! Rev &amp; Peop Lat Am","3","  AIGM","Lec","MWF","1100-1150","MCM 366","Connell, William","4","Open","15","19","","","","",
"8630","HIST 212","2","Viva Zapata! Rev &amp; Peop Lat Am","3","  AIGM","Lec","MWF","1200-1250","MCM 366","Connell, William","2","Open","17","19","","","","",
"8632","HIST 213","2","Greek &amp; Roman Warfare","3","  AIWT","Lec","TR","1100-1215","MCM 260","Hyland, John","1","Open","28","29","","","","",
"9325","HIST 276","S01","SA:The Study of History Abroad","3","","Lec","","","ARR ","Cartwright, Charlotte","-10","Closed","10","0","","","","",
"9240","HIST 295","1M","SPC TP: Soc Hist American Law","3","","Lec","MW","1600-1715","MCM 162","Allegro, James","6","Open","13","19","","","","",
"8635","HIST 300","1","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","0930-1045","MCM 210","Puaca, Laura","-1","Closed","16","15","","","","",
"8636","HIST 300","2","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","1100-1215","MCM 210","Puaca, Laura","-1","Closed","16","15","","","","",
"8637","HIST 301","1","The Ancient Greeks","3","","Lec","TR","1330-1445","MCM 162","Hyland, John","0","Closed","19","19","","","","",
"8638","HIST 305","1","Hist Gender &amp; Sexuality in US","3","","Lec","TR","1330-1445","MCM 260","Puaca, Laura","1","Open","18","19","","","","",
"8639","HIST 306","1","Revoltns in France 1750-1918","3","","Lec","TR","1330-1445","MCM 312","Black, Sara","0","Closed","19","19","","","","",
"8640","HIST 320","1","Imperial Russian History","3","","Lec","MWF","1400-1450","MCM 114","Harshman, Deirdre","0","Closed","19","19","","","","",
"8641","HIST 336","1","American Foreign Relations","3","","Lec","MWF","1000-1050","MCM 114","Falk, Andrew","0","Closed","19","19","","","","",
"8642","HIST 339","1","Hist of Propaganda: Film Study","3","","Lec","W","1800-2100","MCM 101","Santoro, Anthony","6","Open","13","19","","","","",
"8643","HIST 350","1","American Indians","3","","Lec","MWF","1100-1150","MCM 212","Shuck-Hall, Sheri","0","Closed","19","19","","","","",
"8644","HIST 354","1","Amer. Revol &amp; Early Republic","3","","Lec","MWF","1200-1250","MCM 162","Hamilton, Phillip","0","Closed","19","19","","","","",
"8645","HIST 367","1","Modern Chinese History","3","","Lec","TR","1630-1745","MCM 160","Xu, Xiaoqun","0","Closed","19","19","","","","",
"8646","HIST 375","1","History of  Modern Middle East","3","","Lec","TR","1500-1615","MCM 362","Stenner, David","0","Closed","19","19","","","","",
"8648","HIST 389","1","Comparative Slavery","3","","Lec","MWF","1300-1350","MCM 164","Wood, Elizabeth","0","Closed","19","19","","","","",
"8649","HIST 407","1","American Energy &amp; Power","3","","Lec","TR","1500-1615","MCM 262","Allison, James","7","Open","8","15","","","","",
"8650","HIST 432","1","WWII in European Memory","3","","Lec","W","1800-2100","MCM 164","Puaca, Brian","0","Closed","15","15","","","","",
"8651","HIST 462","1","The Mexican Revolution","3","","Lec","MWF","1300-1350","MCM 366","Connell, William","0","Closed","15","15","","","","",
"8652","HIST 490","1","WI: Senior Seminar","3","  WI","Lec","W","1800-2045","MCM 314","Black, Sara","1","Open","11","12","","","","",
"8653","HIST 490","2","WI: Senior Seminar","3","  WI","Lec","T","1800-2045","MCM 362","Stenner, David","2","Open","10","12","","","","",
"9309","HIST 499","1","IND ST: Museum Collections Mgt","3","","Ind","","","ARR ","Shuck-Hall, Sheri","-1","Closed","1","0","","","","",
"9315","HIST 499","2","IND ST: Women, Work and WWII","3","","Ind","","","ARR ","Puaca, Laura","-1","Closed","1","0","","","","",
"9390","HIST 499","3","IND ST: Liberals in Russian Re","3","","Ind","","","ARR ","Harshman, Deirdre","-1","Closed","1","0","","","","",
"8654","HIST 510","1","The Amer Historian as Teacher","3","","Lec","M","1600-1845","MCM 366","Wood, Elizabeth","9","Open","6","15","","","","",
"8655","HIST 570","1","Mthds-Teach/Assess Soc Studies","3","","Lec","W","1600-1845","MCM 366","Wood, Elizabeth","7","Open","8","15","","","","",
"9066","HONR 010","1C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed","49","49","","","","",
"9068","HONR 010","2C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","10","Open","39","49","","","","",
"9069","HONR 010","3C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","10","Open","39","49","","","","",
"9070","HONR 020","1","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","1","Open","48","49","","","","",
"9071","HONR 020","2","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","8","Open","41","49","","","","",
"9072","HONR 020","3","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","33","Open","16","49","","","","",
"9073","HONR 030","1","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed","49","49","","","","",
"9074","HONR 030","2","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","4","Open","45","49","","","","",
"9075","HONR 030","3","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","31","Open","18","49","","","","",
"9076","HONR 040","1","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed","49","49","","","","",
"9078","HONR 040","2","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","5","Open","44","49","","","","",
"9079","HONR 040","3","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","24","Open","25","49","","","","",
"9080","HONR 100","1C","Early Field Experience Educatn","3","  HON","Lec","MWF","1000-1050","FORBES 2088","Kuster, George","-1","Closed","20","19","","","","",
"9081","HONR 100","2C","Myth Matters","3","  HON","Lec","MWF","1400-1450","MCM 357","Thompson, John","-2","Closed","21","19","","","","",
"9082","HONR 100","3C","The Rhetorics of Expertise","3","  HON","Lec","TR","1500-1615","FORBES 3012","Sery, Joseph","-3","Closed","22","19","","","","",
"9083","HONR 100","4C","The Quest for Camelot","3","  HON","Lec","TR","0930-1045","FORBES 2014","Hutchinson, Dawn","-1","Closed","20","19","","","","",
"9084","HONR 100","5C","Exploring Emerging Adulthood","3","  HON","Lec","MWF","1100-1150","FORBES 3012","Meyer, Michaela","-2","Closed","21","19","","","","",
"9085","HONR 100","6C","Science &amp; Controversy","3","  HON","Lec","TR","0930-1045","FORBES 2012","Webb, Lisa","0","Closed","19","19","","","","",
"9410","HONR 100","7","Robert Kaplan Independent Stdy","3","  HON","Ind","","","ARR ","Paul, Jay","-2","Closed","2","0","","","","",
"9091","HONR 303","1","Science &amp; Pols - Ches. Bay","3","  HON","Lec","MWF","1100-1150","FORBES 2012","Burke, Russell","0","Closed","19","19","","","","",
"9255","HONR 332","1","Liberty, Ancient &amp; Modern","3","  HON","Lec","TR","1500-1615","MCM 364","Morrison, Jeffry","0","Closed","19","19","","","","",
"9088","HONR 339","1","Dance Studies","3","  HON","Lec","TR; TR","1330-1445; 1330-1445","FERG 201; FERG T177","Bellecci, Ann","2","Open","17","19","","","","",
"9087","HONR 370","1","Mindreaders","3","  HON","Lec","TR","0930-1045","FORBES 2088","Guajardo, Nicole","0","Closed","19","19","","","","",
"9089","HONR 375","1","Naturalism Across Disciplines","3","  HON","Lec","MWF","1300-1350","MCM 357","Larson, Sharon","0","Closed","19","19","","","","",
"9092","HONR 381","1","Major-Related Indpdnt Study","0 - 3","  HON","Ind","","","ARR ","Paul, Jay","-3","Closed","3","0","","","","",
"9093","HONR 382","1","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","0","Closed","49","49","","","","",
"9094","HONR 382","2","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","28","Open","21","49","","","","",
"9095","HONR 382","3","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","40","Open","9","49","","","","",
"9096","HONR 383","1","HNRS: Study Abroad","0 - 3","  HON","Lec","","","ARR ","Paul, Jay","-55","Closed","55","0","","","","",
"9256","HONR 388","1","Heroes and Mystics","3","  HON","Lec","TR","1630-1745","MCM 260","Redick, Kip","6","Open","13","19","","","","",
"9097","HONR 484","1","Honors Portfolio","1","  HON","Ind","","","ARR ","Paul, Jay","30","Open","19","49","","","","",
"9098","HONR 490","1","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1100-1215","MCM 257","Timani, Hussam","0","Closed","15","15","","","","",
"9099","HONR 490","2","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MW","1600-1715","TRIB 1210","Paul, Jay","-2","Closed","17","15","","","","",
"9100","HONR 490","3","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1330-1445","TRIB 1210","Paul, Jay","-1","Closed","16","15","","","","",
"9101","HONR 490","4","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MWF","1000-1050","MCM 307","Shelton, Crystal","-3","Closed","18","15","","","","",
"9357","HORN 131","1","Applied Music: Horn","1","","Lab","","","ARR ","Slater, Stephen","-1","Closed","1","0","","","","",
"9272","HORN 331","1","Applied Music: Horn","1","","Lab","","","ARR ","Slater, Stephen","-1","Closed","1","0","","","","",
"9140","IDST 250","1","Intro Civic Engmnt &amp; Soc Just","3","","Lec","TR","1330-1445","TRIB 1213","Covington, Brooke","1","Open","18","19","","","","",
"9227","IDST 255","1","Intro Women, Gender &amp; Sexualty","3","  AIGM","Lec","TR","1330-1445","FORBES 2070A","Stern, Danielle","1","Open","18","19","","","","",
"8747","IDST 265","1R","Intro-Mid Eastrn/N Afr studies","3","  AIGM","Lec","MWF","1400-1450","MCM 307","Obeid, Diana","0","Closed","24","24","","","","",
"9220","IDST 267","1M","Intro - Latin American Studies","3","  AIGM","Lec","TR","0930-1045","MCM 260","Rizova, Tatiana","1","Open","23","24","","","","",
"9143","IDST 270","1","Intro to Digital Humanities","3","","Lec","MWF","1300-1350","TRIB 1213","Stover, Deanna","1","Open","18","19","","","","",
"9144","IDST 270","2","Intro to Digital Humanities","3","","Lec","MWF","1400-1450","TRIB 1213","Stover, Deanna","1","Open","18","19","","","","",
"8599","IDST 277","1","Intro to Museum Studies","3","","Lec","TR","1800-1915","TFAC 204","Salomon, David","0","Closed","17","17","","","","",
"9317","IDST 490","1","IDST Capstone Project","3","","Ind","","","ARR ","Kirkpatrick, Andrew","-1","Closed","1","0","","","","",
"8748","ITAL 101","1R","Beginning Italian I","3","","Lec","MWF","1600-1650","MCM 360","Rodilosso, Maria","9","Open","10","19","","","","",
"8749","ITAL 101","2R","Beginning Italian I","3","","Lec","MWF","1500-1550","MCM 360","Rodilosso, Maria","8","Open","11","19","","","","",
"8750","ITAL 201","1R","Intermediate Italian I","3","  LLFL","Lec","TR","1500-1615","MCM 314","Rodilosso, Maria","4","Open","20","24","","","","",
"8751","LATN 101","1R","Beginning Latin I","3","","Lec","MWF","1200-1250","MCM 160","Kreiner, Jared","5","Open","19","24","","","","",
"8752","LATN 101","2R","Beginning Latin I","3","","Lec","MWF","1300-1350","MCM 160","Kreiner, Jared","1","Open","23","24","","","","",
"8753","LATN 200","1R","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","1400-1450","MCM 207","Buszard, Bradley","5","Open","14","19","","","","",
"8754","LATN 200","2R","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","1500-1550","MCM 207","Buszard, Bradley","5","Open","14","19","","","","",
"8755","LATN 200","3R","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","0900-0950","MCM 316","Pollio, David","5","Open","14","19","","","","",
"8756","LATN 200","4R","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","1000-1050","MCM 316","Pollio, David","5","Open","14","19","","","","",
"8757","LATN 302","1R","Roman Historians","3","  LLFL","Lec","MWF","1000-1050","MCM 262","Buszard, Bradley","12","Open","3","15","","","","",
"8758","LATN 402","1","Roman Historians","3","  LLFL","Lec","MWF","1000-1050","MCM 262","Buszard, Bradley","3","Open","1","4","","","","",
"8490","LDSP 210","10C","Self, Group, and Leadership","3","","Lec","MW","1800-1915","TRIB 1210","Hunter, Lacey Grey","1","Open","18","19","","","","",
"8491","LDSP 210","11F","Self, Group, and Leadership","3","","Lec","MW","1930-2045","LUTR 269","Carrico, Victoria","1","Open","18","19","","","","",
"8492","LDSP 210","12F","Self, Group, and Leadership","3","","Lec","TR","1930-2045","LUTR 137","Reddy, William","0","Closed","19","19","","","","",
"8493","LDSP 210","13C","Self, Group, and Leadership","3","","Lec","TR","1630-1745","LUTR 264","Hench, Jessica","0","Closed","26","26","","","","",
"8494","LDSP 210","14F","Self, Group, and Leadership","3","","Lec","TR","1800-1915","LUTR 264","Hench, Jessica","2","Open","17","19","","","","",
"8495","LDSP 210","15F","Self, Group, and Leadership","3","","Lec","TR","0800-0915","TRIB 1210","Byrd-Poller, Lynda","1","Open","18","19","","","","",
"8496","LDSP 210","16C","Self, Group, and Leadership","3","","Lec","M","1800-2100","LUTR 347","Tanner, Kelly","0","Closed","19","19","","","","",
"8498","LDSP 210","18C","Self, Group, and Leadership","3","","Lec","TR","1500-1615","FERG 221","Chace, Sarah","0","Closed","19","19","","","","",
"8499","LDSP 210","19C","Self, Group, and Leadership","3","","Lec","TR","1330-1445","FERG 221","Chace, Sarah","0","Closed","24","24","","","","",
"8481","LDSP 210","1C","Self, Group, and Leadership","3","","Lec","MWF","1500-1550","LUTR 264","Callahan, Kathleen","2","Open","17","19","","","","",
"9247","LDSP 210","20","Self, Group, and Leadership","3","","Lec","MW","1930-2045","TRIB 1210","Hunter, Lacey Grey","1","Open","18","19","","","","",
"9369","LDSP 210","21","Self, Group, and Leadership","3","","Lec","MWF","1400-1450","LUTR 352","Callahan, Kathleen","2","Open","17","19","","","","",
"9370","LDSP 210","22","Self, Group, and Leadership","3","","Lec","TR","1630-1745","LUTR 352","Waters, Molly","0","Closed","19","19","","","","",
"8482","LDSP 210","2C","Self, Group, and Leadership","3","","Lec","TR","0930-1045","FORBES 2074","Throupe, Lori","0","Closed","26","26","","","","",
"8483","LDSP 210","3C","Self, Group, and Leadership","3","","Lec","MWF","0900-0950","LUTR 170","Cusher, Brent","1","Open","18","19","","","","",
"8484","LDSP 210","4F","Self, Group, and Leadership","3","","Lec","MWF","1000-1050","LUTR 264","Little, Sabrina","0","Closed","24","24","","","","",
"8485","LDSP 210","5F","Self, Group, and Leadership","3","","Lec","T","1800-2100","TRIB 208","Hankle, Dominick","1","Open","18","19","","","","",
"8486","LDSP 210","6F","Self, Group, and Leadership","3","","Lec","TR","0800-0915","LUTR 142","Harter, Nathan","2","Open","17","19","","","","",
"8487","LDSP 210","7F","Self, Group, and Leadership","3","","Lec","TR","0930-1045","LUTR 142","Harter, Nathan","2","Open","24","26","","","","",
"8488","LDSP 210","8F","Self, Group, and Leadership","3","","Lec","TR","0930-1045","TRIB 1210","Byrd-Poller, Lynda","0","Closed","19","19","","","","",
"8489","LDSP 210","9C","Self, Group, and Leadership","3","","Lec","TR","1500-1615","LUTR 142","Waters, Molly","-1","Closed","25","24","","","","",
"8500","LDSP 320","1","Leadership Through the Ages","3","","Lec","MWF","1300-1350","FORBES 3014","Lapke, Shalyn","4","Open","22","26","","","","",
"8501","LDSP 320","2","Leadership Through the Ages","3","","Lec","MWF","1400-1450","FORBES 3014","Lapke, Shalyn","3","Open","23","26","","","","",
"8502","LDSP 320","3","Leadership Through the Ages","3","","Lec","MWF","1200-1250","LUTR 137","Cusher, Brent","1","Open","25","26","","","","",
"8503","LDSP 320","4","Leadership Through the Ages","3","","Lec","MWF","1000-1050","LUTR 170","Cusher, Brent","0","Closed","26","26","","","","",
"8504","LDSP 320","5","Leadership Through the Ages","3","","Lec","MWF","0900-0950","TRIB 208","Tian, Qingyan","2","Open","17","19","","","","",
"8505","LDSP 320","6","Leadership Through the Ages","3","","Lec","TR","1500-1615","TRIB 208","Callahan, Kathleen","1","Open","25","26","","","","",
"8506","LDSP 320","7","Leadership Through the Ages","3","","Lec","TR","1330-1445","TRIB 208","Callahan, Kathleen","0","Closed","26","26","","","","",
"8507","LDSP 330","1","Cross-Cultural Leadership","3","AIGM","Lec","MWF","1300-1350","TRIB 208","Tian, Qingyan","0","Closed","24","24","","","","",
"8508","LDSP 330","2","Cross-Cultural Leadership","3","AIGM","Lec","MWF","1400-1450","TRIB 208","Tian, Qingyan","7","Open","12","19","","","","",
"8509","LDSP 337","1","Higher Education Leadership","3","","Lec","MW","1600-1715","LUTR 264","Callahan, Kathleen","0","Closed","19","19","","","","",
"9202","LDSP 338","1","Leading Adaptive Change","3","","Lec","TR","0930-1045","FORBES 3012","Chace, Sarah","-1","Closed","25","24","","","","",
"9203","LDSP 338","2","Leading Adaptive Change","3","","Lec","MW","1600-1715","LUTR 347","Hench, Jessica","-4","Closed","28","24","","","","",
"8510","LDSP 340","1","Outdoor Leadership","3","","Lec","MW","1800-1915","LUTR 269","Redekop, Benjamin","0","Closed","16","16","","","","",
"8511","LDSP 350","1","Leadership in Sport","3","","Lec","TR","1100-1215","LUTR 242","Shollen, S.","1","Open","25","26","","","","",
"8512","LDSP 359","1","The Mind of a Leader","3","","Lec","TR","1500-1615","LUTR 347","Harter, Nathan","0","Closed","19","19","","","","",
"9310","LDSP 371","1","WI: LDSP Internship Practicum","3","  WI","Ind","","","ARR ","Callahan, Kathleen","-1","Closed","1","0","","","","",
"9208","LDSP 395","1","SPC TP: Globalization &amp; Ldrshp","3","","Lec","MWF","1100-1150","TRIB 208","Tian, Qingyan","2","Open","17","19","","","","",
"9210","LDSP 395","2","SPC TP:Storytelling &amp; Pers Nar","3","","Lec","T","1800-2100","LUTR 376","Throupe, Lori","1","Open","25","26","","","","",
"9385","LDSP 395","3","SPC TP:COVID-19 &amp; Constitution","3","","Lec","TR","1330-1445","FORBES 2012","Mims, William","3","Open","10","13","","","","",
"9398","LDSP 399","1","IND ST: Qualitative Methodolgy","3","","Ind","","","ARR ","Tian, Qingyan","-1","Closed","1","0","","","","",
"9194","LDSP 442","1","Values &amp; Ethics in Leadership","3","","Lec","TR","1100-1215","TRIB 1210","Waters, Molly","0","Closed","19","19","","","","",
